CustomerID,Cluster,Segment,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
8580-AECUZ,3,High Risk,71,3,79.1,1,2,3,6
7963-GQRMY,2,New Passives,69,2,44.3,1,1,2,4
1228-FZFRV,1,Champions,22,7,105.95,4,5,5,14
2058-DCJBE,3,High Risk,67,2,69.75,1,1,3,5
5364-XYIRR,1,Champions,21,5,94.65,4,3,5,12
4829-AUOAX,1,Champions,26,5,96.05,4,3,5,12
5047-LHVLY,2,New Passives,71,3,50.15,1,2,2,5
9158-VCTQB,1,Champions,31,9,113.6,4,5,5,14
6311-UEUME,3,High Risk,43,3,78.9,3,2,3,8
6839-ITVZJ,3,High Risk,46,5,60.05,3,3,3,9
0375-HVGXO,2,New Passives,71,2,34.7,1,1,2,4
8593-WHYHV,3,High Risk,69,4,85.3,1,3,4,8
6097-EQISJ,1,Champions,6,7,102.45,5,5,5,15
4423-YLHDV,3,High Risk,51,7,104.4,3,5,5,13
0107-YHINA,3,High Risk,71,6,99.75,1,4,5,10
8640-SDGKB,3,High Risk,68,6,74.4,1,4,3,8
4116-TZAQJ,3,High Risk,63,3,74.25,2,2,3,7
3877-JRJIP,3,High Risk,71,4,59.85,1,3,3,7
8375-DKEBR,3,High Risk,71,2,69.6,1,1,3,5
7511-YMXVQ,2,New Passives,63,3,45.4,2,2,2,6
7551-JOHTI,2,New Passives,71,1,19.5,1,1,1,3
9804-ICWBG,3,High Risk,71,2,69.9,1,1,3,5
5318-IXUZF,3,High Risk,70,4,87.15,1,3,4,8
3198-VELRD,3,High Risk,69,4,84.75,1,3,4,8
9436-ZBZCT,3,High Risk,58,5,89.95,2,3,4,9
7279-BUYWN,1,Champions,31,8,113.2,4,5,5,14
7156-MHUGY,3,High Risk,59,4,90.5,2,3,4,9
7198-GLXTC,3,High Risk,70,3,79.0,1,2,3,6
0516-VRYBW,2,New Passives,54,1,20.15,2,1,1,4
8380-PEFPE,3,High Risk,71,2,71.65,1,1,3,5
5687-DKDTV,2,New Passives,68,1,20.35,1,1,1,3
7530-HDYDS,3,High Risk,34,5,84.25,3,3,4,10
3096-IZETN,3,High Risk,60,3,78.1,2,2,3,7
5922-ABDVO,3,High Risk,53,5,89.65,2,3,4,9
9172-ANCRX,3,High Risk,62,6,98.7,2,4,5,11
6910-HADCM,3,High Risk,71,3,76.35,1,2,3,6
4816-LXZYW,3,High Risk,49,4,79.15,3,3,4,10
9606-PBKBQ,3,High Risk,40,4,85.0,3,3,4,10
3536-IQCTX,3,High Risk,40,4,85.3,3,3,4,10
4911-BANWH,3,High Risk,41,4,86.55,3,3,4,10
8496-EJAUI,3,High Risk,53,3,73.85,2,2,3,7
3132-TVFDZ,0,Loyal Basics,15,3,44.85,4,2,2,8
8080-DDEMJ,2,New Passives,71,2,45.1,1,1,2,4
6365-MTGZX,3,High Risk,48,5,96.0,3,3,5,11
1349-WXNGG,2,New Passives,71,1,20.05,1,1,1,3
6990-YNRIO,1,Champions,7,8,108.65,5,5,5,15
0621-TWIEM,2,New Passives,62,2,45.55,2,1,2,5
2485-ITVKB,2,New Passives,70,2,35.1,1,1,2,4
3669-OYSJI,2,New Passives,71,2,46.2,1,1,2,4
1612-EOHDH,2,New Passives,71,2,45.15,1,1,2,4
6702-OHFWR,2,New Passives,71,4,43.3,1,3,2,6
4510-PYUSH,3,High Risk,34,4,57.15,3,3,2,8
7517-SAWMO,3,High Risk,53,3,73.2,2,2,3,7
4143-HHPMK,1,Champions,20,4,85.35,4,3,4,11
7054-LGEQW,2,New Passives,71,2,45.95,1,1,2,4
0923-PNFUB,3,High Risk,69,4,83.75,1,3,4,8
3494-JCHRQ,3,High Risk,71,2,70.05,1,1,3,5
6474-FVJLC,3,High Risk,70,4,86.0,1,3,4,8
8840-DQLGN,1,Champions,37,7,100.5,3,5,5,13
4547-LYTDD,3,High Risk,56,3,72.65,2,2,3,7
6770-XUAGN,2,New Passives,71,1,21.0,1,1,1,3
4193-ORFCL,2,New Passives,71,2,45.1,1,1,2,4
7776-QWNFX,3,High Risk,42,3,50.4,3,2,2,7
6689-TCZHQ,3,High Risk,67,3,78.95,1,2,3,6
3143-ILDAL,1,Champions,16,6,94.45,4,4,5,13
4720-VSTSI,1,Champions,28,5,84.8,4,3,4,11
3946-MHCZW,2,New Passives,71,3,50.9,1,2,2,5
6651-AZVTJ,1,Champions,23,6,99.8,4,4,5,13
4566-GOLUK,1,Champions,25,7,107.35,4,5,5,14
2484-DGXPZ,2,New Passives,41,1,19.55,3,1,1,5
4587-NUKOX,3,High Risk,69,4,79.1,1,3,3,7
0420-BWTPW,2,New Passives,64,1,25.5,2,1,2,5
8183-ONMXC,3,High Risk,70,3,80.75,1,2,4,7
9614-RMGHA,1,Champions,7,5,91.85,5,3,4,12
5054-IEXZT,3,High Risk,71,3,75.35,1,2,3,6
5834-ASPWA,3,High Risk,71,3,75.45,1,2,3,6
3948-XHGNA,2,New Passives,48,3,49.55,3,2,2,7
0565-IYCGT,1,Champions,3,8,78.6,5,5,3,13
5445-UTODQ,3,High Risk,65,3,81.1,2,2,4,8
1024-VRZHF,3,High Risk,61,3,74.95,2,2,3,7
9497-QCMMS,3,High Risk,71,5,93.55,1,3,4,8
0348-SDKOL,1,Champions,14,7,102.1,4,5,5,14
4373-MAVJG,3,High Risk,58,5,90.9,2,3,4,9
8901-HJXTF,2,New Passives,60,2,29.2,2,1,2,5
5419-KLXBN,3,High Risk,47,5,89.15,3,3,4,10
3424-NMNBO,1,Champions,14,8,108.85,4,5,5,14
4514-GFCFI,3,High Risk,56,4,84.75,2,3,4,9
9828-AOQLM,2,New Passives,71,2,45.7,1,1,2,4
8000-REIQB,3,High Risk,71,2,69.95,1,1,3,5
7615-ESMYF,2,New Passives,70,3,44.6,1,2,2,5
3858-VOBET,3,High Risk,49,3,74.95,3,2,3,8
1447-PJGGA,1,Champions,15,5,95.25,4,3,5,12
8565-CLBZW,3,High Risk,48,5,89.85,3,3,4,10
9139-WQQDY,1,Champions,23,6,100.45,4,4,5,13
0224-HJAPT,2,New Passives,67,3,47.15,1,2,2,5
8086-OVPWV,3,High Risk,70,3,80.2,1,2,4,7
9430-FRQOC,3,High Risk,68,5,87.1,1,3,4,8
3074-GQWYX,3,High Risk,67,3,75.9,1,2,3,6
6845-RGTYS,1,Champions,25,7,98.75,4,5,5,14
8861-HGGKB,3,High Risk,62,4,86.45,2,3,4,9
7065-YUNRY,2,New Passives,71,2,45.3,1,1,2,4
7694-VLBWQ,1,Champions,5,7,104.1,5,5,5,15
4795-KTRTH,3,High Risk,67,4,81.0,1,3,4,8
6481-OGDOO,1,Champions,5,5,90.6,5,3,4,12
3753-TSEMP,3,High Risk,57,4,88.15,2,3,4,9
8305-VHZBZ,2,New Passives,71,1,20.2,1,1,1,3
9172-JITSM,3,High Risk,46,4,90.8,3,3,4,10
6298-QDFNH,3,High Risk,50,4,79.35,3,3,4,10
9961-JBNMK,3,High Risk,51,5,96.8,3,3,5,11
6173-ITPWD,1,Champions,25,5,83.35,4,3,4,11
9734-UYXQI,2,New Passives,70,3,49.4,1,2,2,5
2189-UXTKY,3,High Risk,50,7,79.2,3,5,4,12
4958-GZWIY,2,New Passives,65,3,48.7,2,2,2,6
6356-ELRKD,3,High Risk,71,5,95.6,1,3,5,9
8624-GIOUT,1,Champions,23,5,59.75,4,3,3,10
6179-GJPSO,1,Champions,29,7,108.15,4,5,5,14
3177-LASXD,3,High Risk,71,2,71.35,1,1,3,5
4897-QSUYC,2,New Passives,71,1,20.15,1,1,1,3
1084-UQCHV,3,High Risk,71,2,69.75,1,1,3,5
8290-YWKHZ,3,High Risk,40,5,93.2,3,3,4,10
2955-BJZHG,3,High Risk,55,3,80.85,2,2,4,8
3806-DXQOM,2,New Passives,68,3,33.65,1,2,2,5
9300-RENDD,3,High Risk,71,3,79.95,1,2,4,7
0761-AETCS,2,New Passives,71,1,19.3,1,1,1,3
2153-MREFK,1,Champions,35,7,99.2,3,5,5,13
3106-ULWFW,3,High Risk,64,4,85.2,2,3,4,9
0925-VYDLG,3,High Risk,69,3,75.25,1,2,3,6
4349-GFQHK,3,High Risk,71,4,54.35,1,3,2,6
7802-EFKNY,2,New Passives,67,1,24.95,1,1,1,3
8035-BUYVG,0,Loyal Basics,32,4,42.35,4,3,2,9
9787-XVQIU,3,High Risk,71,3,75.3,1,2,3,6
8945-MUQUF,1,Champions,21,6,94.8,4,4,5,13
8051-HJRLT,3,High Risk,71,2,70.55,1,1,3,5
3023-GFLBR,3,High Risk,39,4,86.15,3,3,4,10
0524-IAVZO,3,High Risk,42,4,85.0,3,3,4,10
2737-YNGYW,3,High Risk,70,3,80.55,1,2,4,7
5159-YFPKQ,3,High Risk,70,3,75.8,1,2,3,6
4021-RQSNY,3,High Risk,43,6,98.5,3,4,5,12
9061-TIHDA,3,High Risk,59,5,95.25,2,3,5,10
8699-ASUFO,3,High Risk,65,3,74.4,2,2,3,7
7927-AUXBZ,3,High Risk,42,4,85.15,3,3,4,10
4695-WJZUE,3,High Risk,70,5,88.55,1,3,4,8
7619-ODSGN,3,High Risk,48,4,54.75,3,3,2,8
3988-RQIXO,3,High Risk,71,4,91.3,1,3,4,8
2514-GINMM,3,High Risk,71,3,79.5,1,2,4,7
5931-FLJJF,3,High Risk,65,2,70.1,2,1,3,6
2659-VXMWZ,1,Champions,5,8,111.3,5,5,5,15
3207-OYBWH,1,Champions,15,6,95.25,4,4,5,13
4285-GYRQC,3,High Risk,65,4,86.25,2,3,4,9
7216-EWTRS,3,High Risk,71,6,100.8,1,4,5,10
8337-MSSXB,3,High Risk,58,4,86.3,2,3,4,9
8182-BJDSI,3,High Risk,44,5,89.95,3,3,4,10
2528-HFYZX,3,High Risk,55,3,76.45,2,2,3,7
2482-CZGBB,3,High Risk,62,2,70.0,2,1,3,6
0866-QLSIR,3,High Risk,38,6,64.4,3,4,3,10
7181-BQYBV,3,High Risk,71,7,102.45,1,5,5,11
6204-IEUXJ,3,High Risk,69,4,80.1,1,3,4,8
4529-CKBCL,3,High Risk,70,3,80.2,1,2,4,7
2506-CLAKW,3,High Risk,66,7,98.15,2,5,5,12
1583-IHQZE,3,High Risk,60,8,112.95,2,5,5,12
0151-ONTOV,3,High Risk,71,2,70.9,1,1,3,5
4140-MUHUG,3,High Risk,69,4,86.85,1,3,4,8
0320-JDNQG,3,High Risk,49,6,99.85,3,4,5,12
7180-PISOG,3,High Risk,71,3,74.5,1,2,3,6
3571-RFHAR,1,Champions,7,8,109.15,5,5,5,15
9578-VRMNM,3,High Risk,56,5,65.2,2,3,3,8
1587-FKLZB,1,Champions,6,6,99.5,5,4,5,14
6140-QNRQQ,3,High Risk,71,2,71.55,1,1,3,5
4307-KTUMW,1,Champions,19,6,93.9,4,4,4,12
5440-FLBQG,1,Champions,3,8,108.4,5,5,5,15
7470-MCQTK,3,High Risk,59,4,48.75,2,3,2,7
7488-MXJIV,3,High Risk,68,4,85.65,1,3,4,8
2027-FECZV,3,High Risk,60,7,106.7,2,5,5,12
2672-DZUOY,2,New Passives,71,1,25.15,1,1,2,4
3870-MQAMG,1,Champions,18,8,110.35,4,5,5,14
4800-CZMPC,1,Champions,24,7,103.25,4,5,5,14
7377-DMMRI,2,New Passives,70,3,47.8,1,2,2,5
8949-JTMAY,3,High Risk,43,6,98.6,3,4,5,12
2774-LVQUS,3,High Risk,57,5,83.05,2,3,4,9
3211-ILJTT,3,High Risk,55,2,70.4,2,1,3,6
4612-THJBS,1,Champions,16,7,104.75,4,5,5,14
4094-NSEDU,3,High Risk,51,5,94.25,3,3,4,10
5103-MHMHY,2,New Passives,71,2,45.95,1,1,2,4
1846-XWOQN,3,High Risk,71,2,70.15,1,1,3,5
0235-KGSLC,3,High Risk,71,4,85.55,1,3,4,8
2884-GBPFB,3,High Risk,37,2,70.3,3,1,3,7
3757-NJYBX,1,Champions,40,7,106.35,3,5,5,13
5136-KCKGI,1,Champions,39,7,103.7,3,5,5,13
3722-WPXTK,3,High Risk,71,4,88.35,1,3,4,8
2929-ERCFZ,3,High Risk,64,5,94.2,2,3,4,9
7548-SEPYI,3,High Risk,67,5,96.25,1,3,5,9
8835-VSDSE,3,High Risk,70,2,70.7,1,1,3,5
1623-NLDOT,0,Loyal Basics,30,3,33.55,4,2,2,8
9898-KZQDZ,1,Champions,32,5,94.55,4,3,5,12
5236-PERKL,1,Champions,15,8,112.95,4,5,5,14
7854-FOKSF,2,New Passives,71,2,35.9,1,1,2,4
2519-FAKOD,1,Champions,34,6,99.25,3,4,5,12
8263-JQAIK,2,New Passives,70,1,24.45,1,1,1,3
7089-IVVAZ,3,High Risk,64,7,103.35,2,5,5,12
2205-YMZZJ,3,High Risk,65,4,84.8,2,3,4,9
1254-IZEYF,1,Champions,41,6,99.95,3,4,5,12
9492-TOKRI,3,High Risk,54,5,90.0,2,3,4,9
9221-OTIVJ,3,High Risk,58,7,104.85,2,5,5,12
3325-FUYCG,1,Champions,44,7,106.1,3,5,5,13
5908-QMGOE,3,High Risk,57,3,74.2,2,2,3,7
8481-YYXWG,3,High Risk,67,5,89.35,1,3,4,8
2609-IAICY,3,High Risk,71,3,77.15,1,2,3,6
1740-CSDJP,2,New Passives,71,2,35.25,1,1,2,4
2636-OHFMN,3,High Risk,68,4,48.55,1,3,2,6
1323-OOEPC,1,Champions,19,6,98.4,4,4,5,13
0397-GZBBC,1,Champions,13,5,93.85,4,3,4,11
7641-EUYET,1,Champions,26,7,100.7,4,5,5,14
9921-ZVRHG,3,High Risk,58,4,80.45,2,3,4,9
4701-MLJPN,3,High Risk,41,4,55.25,3,3,2,8
9206-GVPEQ,3,High Risk,59,5,54.45,2,3,2,7
1596-BBVTG,3,High Risk,37,3,75.35,3,2,3,8
8433-WXGNA,3,High Risk,70,3,75.7,1,2,3,6
3707-GNWHM,3,High Risk,71,3,74.25,1,2,3,6
8922-LIEGH,3,High Risk,47,5,89.7,3,3,4,10
8245-UMPYT,3,High Risk,56,5,96.4,2,3,5,10
5186-SAMNZ,3,High Risk,71,2,69.5,1,1,3,5
5373-SFODM,3,High Risk,36,4,85.25,3,3,4,10
5766-ZJYBB,2,New Passives,71,1,19.4,1,1,1,3
8931-GJJIQ,3,High Risk,63,4,83.3,2,3,4,9
4277-PVRAN,3,High Risk,64,3,80.1,2,2,4,8
0022-TCJCI,1,Champions,27,5,62.7,4,3,3,10
0203-HHYIJ,2,New Passives,47,2,25.3,3,1,2,6
0952-KMEEH,3,High Risk,59,6,98.15,2,4,5,11
8178-EYZUO,1,Champions,26,6,93.7,4,4,4,12
5130-IEKQT,1,Champions,47,7,105.95,3,5,5,13
3230-WYKIR,3,High Risk,54,7,82.0,2,5,4,11
0407-BDJKB,1,Champions,12,6,95.75,5,4,5,14
9600-UDOPK,3,High Risk,42,5,94.05,3,3,4,10
4074-SJFFA,3,High Risk,71,3,54.75,1,2,2,5
3269-ATYWD,1,Champions,33,5,95.65,3,3,5,11
4910-GMJOT,3,High Risk,71,5,94.6,1,3,5,9
0354-WYROK,1,Champions,41,6,98.9,3,4,5,12
7576-OYWBN,3,High Risk,69,3,76.05,1,2,3,6
5539-TMZLF,3,High Risk,71,2,69.75,1,1,3,5
4323-SADQS,2,New Passives,65,3,34.5,2,2,2,6
4446-BZKHU,1,Champions,11,7,105.55,5,5,5,15
5202-IVJNU,0,Loyal Basics,33,2,30.1,3,1,2,6
5976-JCJRH,3,High Risk,62,2,70.3,2,1,3,6
0137-OCGAB,3,High Risk,71,4,80.2,1,3,4,8
3351-NQLDI,1,Champions,5,6,94.35,5,4,5,14
7593-JNWRU,2,New Passives,66,2,44.6,2,1,2,5
4588-YBNIB,2,New Passives,71,1,19.6,1,1,1,3
3336-JORSO,1,Champions,39,8,110.45,3,5,5,13
5028-GZLDO,3,High Risk,70,2,70.7,1,1,3,5
6861-XWTWQ,3,High Risk,65,6,99.25,2,4,5,11
6877-TJMBR,3,High Risk,71,4,84.8,1,3,4,8
6769-DCQLI,1,Champions,20,7,105.0,4,5,5,14
2433-KMEAS,3,High Risk,50,4,54.45,3,3,2,8
2195-ZRVAX,1,Champions,25,4,85.3,4,3,4,11
3550-SAHFP,3,High Risk,39,4,83.35,3,3,4,10
2011-TRQYE,2,New Passives,54,3,33.5,2,2,2,6
4873-ILOLJ,3,High Risk,48,4,90.35,3,3,4,10
2725-KXXWT,3,High Risk,71,4,90.75,1,3,4,8
9565-DJPIB,3,High Risk,68,5,89.6,1,3,4,8
8348-HFYIV,3,High Risk,70,4,49.25,1,3,2,6
6849-WLEYG,2,New Passives,71,1,19.75,1,1,1,3
4659-NZRUF,3,High Risk,53,6,95.15,2,4,5,11
8429-XIBUM,3,High Risk,50,6,101.35,3,4,5,12
2608-BHKFN,3,High Risk,68,2,70.05,1,1,3,5
7341-LXCAF,3,High Risk,68,3,74.65,1,2,3,6
9462-MJUAW,2,New Passives,68,3,50.4,1,2,2,5
8128-YVJRG,3,High Risk,65,4,79.65,2,3,4,9
4283-FUTGF,3,High Risk,53,4,79.85,2,3,4,9
1569-TTNYJ,3,High Risk,67,4,78.75,1,3,3,7
2397-BRLOM,3,High Risk,64,3,80.45,2,2,4,8
4749-VFKVB,2,New Passives,71,3,50.1,1,2,2,5
7598-UAASY,3,High Risk,70,3,76.4,1,2,3,6
7938-OUHIO,3,High Risk,69,6,98.7,1,4,5,10
8510-AWCXC,3,High Risk,59,6,100.8,2,4,5,11
0431-APWVY,3,High Risk,44,4,90.1,3,3,4,10
3426-NIYYL,2,New Passives,57,3,51.55,2,2,2,6
8225-BTJAU,3,High Risk,62,3,79.25,2,2,4,8
3387-VATUS,3,High Risk,67,5,94.85,1,3,5,9
1143-NMNQJ,3,High Risk,70,4,85.7,1,3,4,8
0415-MOSGF,2,New Passives,71,2,44.4,1,1,2,4
1724-BQUHA,3,High Risk,67,4,89.5,1,3,4,8
4826-XTSOH,3,High Risk,71,4,86.05,1,3,4,8
2495-INZWQ,2,New Passives,68,3,44.55,1,2,2,5
4139-SUGLD,2,New Passives,41,3,35.4,3,2,2,7
6857-VWJDT,3,High Risk,71,5,95.65,1,3,5,9
5624-BQSSA,2,New Passives,71,1,20.95,1,1,1,3
2408-WITXK,2,New Passives,62,2,34.7,2,1,2,5
5577-OTWWW,2,New Passives,57,1,19.75,2,1,1,4
6100-QQHEB,3,High Risk,55,5,92.55,2,3,4,9
2634-HCZGT,1,Champions,19,5,60.05,4,3,3,10
7503-QQRVF,3,High Risk,56,3,74.3,2,2,3,7
2691-NZETQ,3,High Risk,63,4,85.35,2,3,4,9
4404-HIBDJ,3,High Risk,47,7,74.3,3,5,3,11
7295-JOMMD,3,High Risk,68,6,98.1,1,4,5,10
5013-SBUIH,1,Champions,22,8,109.65,4,5,5,14
0709-TVGUR,3,High Risk,63,3,74.55,2,2,3,7
6023-YEBUP,3,High Risk,69,6,100.95,1,4,5,10
7209-JCUDS,3,High Risk,62,5,94.9,2,3,5,10
3001-CBHLQ,1,Champions,40,7,104.9,3,5,5,13
6158-DWPZT,2,New Passives,63,1,24.1,2,1,1,4
3763-GCZHZ,1,Champions,6,7,104.05,5,5,5,15
0772-GYEQQ,3,High Risk,69,5,88.35,1,3,4,8
4831-EOBFE,3,High Risk,43,5,94.65,3,3,5,11
4102-OQUPX,3,High Risk,71,3,74.4,1,2,3,6
9170-GYZJC,1,Champions,31,8,79.9,4,5,4,13
3999-QGRJH,3,High Risk,64,2,69.7,2,1,3,6
2454-RPBRZ,3,High Risk,60,6,98.1,2,4,5,11
2002-MZHWP,2,New Passives,71,1,20.5,1,1,1,3
2265-CYWIV,3,High Risk,68,6,99.6,1,4,5,10
2004-OCQXK,3,High Risk,71,3,81.95,1,2,4,7
5027-QPKTE,3,High Risk,65,2,69.35,2,1,3,6
2672-HUYVI,3,High Risk,66,4,91.1,2,3,4,9
7508-MYBOG,3,High Risk,58,4,86.1,2,3,4,9
0148-DCDOS,3,High Risk,47,5,94.7,3,3,5,11
9992-RRAMN,3,High Risk,50,4,85.1,3,3,4,10
0310-MVLET,1,Champions,11,6,99.15,5,4,5,14
4550-VBOFE,1,Champions,2,7,102.95,5,5,5,15
5696-QURRL,2,New Passives,71,2,45.05,1,1,2,4
7409-KIUTL,3,High Risk,71,2,71.0,1,1,3,5
1732-VHUBQ,0,Loyal Basics,25,2,70.55,4,1,3,8
0495-RVCBF,3,High Risk,71,3,79.7,1,2,4,7
7854-EDSSA,3,High Risk,50,5,59.0,3,3,3,9
8869-TORSS,1,Champions,24,5,60.35,4,3,3,10
0679-IDSTG,3,High Risk,71,2,69.25,1,1,3,5
2115-BFTIW,3,High Risk,47,2,70.95,3,1,3,7
0611-DFXKO,3,High Risk,52,4,89.0,3,3,4,10
7780-OTDSO,3,High Risk,54,6,99.4,2,4,5,11
9747-DDZOS,3,High Risk,71,3,73.5,1,2,3,6
0564-JJHGS,3,High Risk,63,5,95.5,2,3,5,10
3348-CFRNX,3,High Risk,44,5,92.35,3,3,4,10
1428-GTBJJ,3,High Risk,61,3,74.55,2,2,3,7
8802-UNOJF,3,High Risk,60,5,83.8,2,3,4,9
6313-GIDIT,1,Champions,19,5,54.45,4,3,2,9
2845-AFFTX,1,Champions,31,6,99.8,4,4,5,13
2249-YPRNG,3,High Risk,52,7,105.85,3,5,5,13
7410-YTJIK,3,High Risk,65,3,75.45,2,2,3,7
4626-GYCZP,3,High Risk,65,5,93.85,2,3,4,9
5590-BYNII,3,High Risk,50,6,100.75,3,4,5,12
3237-AJGEH,2,New Passives,69,2,31.0,1,1,2,4
1591-NFNLQ,1,Champions,21,4,80.0,4,3,4,11
2815-CPTUL,3,High Risk,67,2,70.25,1,1,3,5
0596-BQCEQ,1,Champions,10,6,100.15,5,4,5,14
1481-ZUWZA,3,High Risk,44,6,94.5,3,4,5,12
2309-OSFEU,2,New Passives,62,2,33.9,2,1,2,5
1891-FZYSA,1,Champions,3,5,89.95,5,3,4,12
7613-LLQFO,3,High Risk,60,4,84.45,2,3,4,9
2640-PMGFL,3,High Risk,45,4,79.5,3,3,4,10
3801-HMYNL,3,High Risk,71,4,89.15,1,3,4,8
9685-WKZGT,3,High Risk,58,3,74.95,2,2,3,7
6022-UGGSO,3,High Risk,40,3,74.4,3,2,3,8
4484-CGXFK,3,High Risk,69,3,55.3,1,2,2,5
6214-EDAKZ,3,High Risk,50,4,55.15,3,3,2,8
6127-ISGTU,3,High Risk,56,4,84.95,2,3,4,9
8740-XLHDR,3,High Risk,67,5,43.25,1,3,2,6
1208-DNHLN,2,New Passives,49,3,48.35,3,2,2,7
1761-AEZZR,3,High Risk,71,3,79.55,1,2,4,7
3923-CSIHK,0,Loyal Basics,22,2,71.05,4,1,3,8
7120-RFMVS,3,High Risk,71,4,84.5,1,3,4,8
7317-GGVPB,1,Champions,1,8,108.6,5,5,5,15
1322-AGOQM,0,Loyal Basics,26,2,30.3,4,1,2,7
3677-IYRBF,2,New Passives,70,2,30.4,1,1,2,4
5692-FPTAH,2,New Passives,71,2,45.4,1,1,2,4
1550-LOAHA,3,High Risk,40,4,84.15,3,3,4,10
0268-QKIWO,2,New Passives,69,1,19.75,1,1,1,3
0876-WDUUZ,3,High Risk,67,4,85.4,1,3,4,8
0617-FHSGK,3,High Risk,23,3,75.2,4,2,3,9
2858-MOFSQ,3,High Risk,55,4,55.85,2,3,2,7
8118-LSUEL,1,Champions,49,7,106.4,3,5,5,13
7005-CCBKV,3,High Risk,66,4,84.4,2,3,4,9
4250-FDVOU,3,High Risk,66,4,56.25,2,3,2,7
5277-ZLOOR,3,High Risk,70,4,85.55,1,3,4,8
2141-RRYGO,3,High Risk,68,5,68.65,1,3,3,7
6376-GAHQE,3,High Risk,68,3,77.85,1,2,3,6
5052-PNLOS,3,High Risk,69,7,105.35,1,5,5,11
6979-ZNSFF,3,High Risk,64,4,87.05,2,3,4,9
2386-LAHRK,2,New Passives,71,3,53.5,1,2,2,5
6032-IGALN,2,New Passives,71,1,25.1,1,1,2,4
4248-HCETZ,3,High Risk,42,4,79.65,3,3,4,10
0516-WJVXC,3,High Risk,67,4,54.2,1,3,2,6
9174-FKWZE,2,New Passives,71,1,19.45,1,1,1,3
8809-RIHDD,1,Champions,0,7,103.4,5,5,5,15
4822-NGOCH,3,High Risk,59,5,84.45,2,3,4,9
5307-DZCVC,3,High Risk,40,4,85.95,3,3,4,10
8679-JOEVF,3,High Risk,56,4,59.4,2,3,3,8
1432-FPAXX,2,New Passives,43,2,30.6,3,1,2,6
4803-AXVYP,1,Champions,34,6,99.55,3,4,5,12
3884-HCSWG,3,High Risk,55,2,70.0,2,1,3,6
5077-DXTCG,2,New Passives,71,2,45.3,1,1,2,4
1142-WACZW,2,New Passives,70,2,29.85,1,1,2,4
5649-ANRML,3,High Risk,70,6,95.1,1,4,5,10
4892-VLANZ,2,New Passives,71,1,19.8,1,1,1,3
2919-HBCJO,3,High Risk,68,3,76.65,1,2,3,6
4236-XPXAV,3,High Risk,67,6,99.15,1,4,5,10
3030-YZADT,2,New Passives,63,2,44.95,2,1,2,5
7410-KTVFV,2,New Passives,54,3,49.55,2,2,2,6
8393-DLHGA,3,High Risk,47,5,95.9,3,3,5,11
7395-IGJOS,3,High Risk,55,3,81.5,2,2,4,8
2834-SPCJV,1,Champions,20,4,84.1,4,3,4,11
7890-VYYWG,2,New Passives,69,2,36.45,1,1,2,4
9907-SWKKF,2,New Passives,71,1,25.05,1,1,1,3
0587-DMGBH,2,New Passives,64,3,49.85,2,2,2,6
6397-JNZZG,3,High Risk,29,5,55.55,4,3,2,9
3523-QRQLL,3,High Risk,50,5,69.5,3,3,3,9
0895-DQHEW,1,Champions,18,7,104.3,4,5,5,14
8149-RSOUN,3,High Risk,71,5,93.85,1,3,4,8
7250-EQKIY,2,New Passives,71,3,50.45,1,2,2,5
4013-UBXWQ,3,High Risk,65,6,74.65,2,4,3,9
5519-NPHVG,3,High Risk,60,5,94.2,2,3,4,9
8849-GYOKR,1,Champions,18,7,106.55,4,5,5,14
3148-BLQJT,2,New Passives,71,1,20.1,1,1,1,3
0461-CVKMU,3,High Risk,49,5,83.8,3,3,4,10
8806-EAGWC,3,High Risk,69,3,55.15,1,2,2,5
7779-LGOVN,3,High Risk,62,4,86.65,2,3,4,9
9710-ZUSHQ,1,Champions,35,7,106.75,3,5,5,13
4183-WCSEP,3,High Risk,41,4,78.45,3,3,3,9
5498-TXHLF,3,High Risk,38,5,87.45,3,3,4,10
9722-UJOJR,3,High Risk,43,2,70.75,3,1,3,7
3902-FOIGH,3,High Risk,60,6,101.35,2,4,5,11
6772-KSATR,3,High Risk,71,4,81.7,1,3,4,8
7112-OPOTK,3,High Risk,39,2,68.25,3,1,3,7
4210-QFJMF,3,High Risk,68,3,79.15,1,2,4,7
3318-OSATS,3,High Risk,37,5,95.45,3,3,5,11
5828-AVIPD,3,High Risk,53,6,100.95,2,4,5,11
1086-LXKFY,3,High Risk,71,2,69.1,1,1,3,5
2636-ALXXZ,3,High Risk,71,2,69.6,1,1,3,5
7774-OJSXI,1,Champions,41,7,103.45,3,5,5,13
7786-WBJYI,3,High Risk,68,4,77.95,1,3,3,7
9885-CSMWE,3,High Risk,71,3,78.45,1,2,3,6
5016-ETTFF,2,New Passives,62,2,29.5,2,1,2,5
3866-MDTUB,3,High Risk,70,5,70.75,1,3,3,7
8058-JMEQO,3,High Risk,63,4,84.45,2,3,4,9
0697-ZMSWS,3,High Risk,68,4,85.65,1,3,4,8
7657-DYEPJ,1,Champions,34,6,70.15,3,4,3,10
8276-MQBYC,1,Champions,21,6,97.8,4,4,5,13
7593-XFKDI,2,New Passives,71,2,46.3,1,1,2,4
0337-CNPZE,1,Champions,31,7,106.3,4,5,5,14
1513-XNPPH,3,High Risk,60,5,89.4,2,3,4,9
